10.77632395,26.60307169
14.157302,26.78057076
19.09718416,27.14566615
22.93358312,27.70420365
28.26447345,28.26167827
32.22631594,28.8223415
39.24384842,29.75766594
51.70789879,31.06712016
64.6542087,32.19004092
80.88151644,33.50162087
99.77998129,34.43641388
129.9034431,36.12371791
170.9939778,37.05585375
219.3181431,37.98905245
284.8321024,38.73306053
384.2180605,39.09815592
560.2293267,39.46006271
871.6054225,39.81931232
1483.478608,39.79752352
3144.719935,39.38938194
4696.627869,38.99558909
6319.927875,38.41738853
7473.406867,38.0331615
10849.09538,36.69713557
16350.47291,34.79353776
25202.60898,31.56826274
39354.45374,28.34245629
54030.05167,25.49928256
87545.35076,21.51724504
128307.8345,18.86007334
176413.7334,16.58287719
309584.7891,13.35228782
531448.2965,11.63203486
926485.2234,10.85454642
